example_id, text, aspect_term, term_location, class
1975_1,Succulent steaks cooked precisely to your desired 'doneness' accompanied by salads and sides that don't look like leafy road kill.,salads,76--82,1
1975_2,Succulent steaks cooked precisely to your desired 'doneness' accompanied by salads and sides that don't look like leafy road kill.,sides,87--92,1
3699_0,Lunch came with pickels and slaw[comma] no extra charge.,Lunch,0--5,1
3699_1,Lunch came with pickels and slaw[comma] no extra charge.,pickels and slaw,16--32,0
2875_0,Decent wine at reasonable prices.,wine,7--11,1
2875_1,Decent wine at reasonable prices.,prices,26--32,1
2303_0,All conveniently delivered right to the door.,delivered,17--26,1
2513_0,even the wine by the glass was good.,wine by the glass,9--26,1
809_0,would have rather tried terrace in the sky or water club for that price,price,66--71,-1
141_0,This dish is my favorite and I always get it when I go there and never get tired of it.,dish,5--9,1
3655_0,I also ordered the Change Mojito[comma] which was out of this world.,Change Mojito,19--32,1
2098_0,Okay service.,service,5--12,0
1624_0,The only thing more wonderful than the food (which is exceptional) is the service.,food,39--43,1
1624_1,The only thing more wonderful than the food (which is exceptional) is the service.,service,74--81,1
2377_0,The food was just awful[comma] ATROCIOUS actually.,food,4--8,-1
338_0,The soup for the udon was soy sauce and water.,soup for the udon,4--21,-1
338_1,The soup for the udon was soy sauce and water.,soy sauce,26--35,0
338_2,The soup for the udon was soy sauce and water.,water,40--45,0
1630_0,The anti-pasta was excellent[comma] especially the calamari[comma] as were the filling pasta mains.,anti-pasta,4--14,1
1630_1,The anti-pasta was excellent[comma] especially the calamari[comma] as were the filling pasta mains.,calamari,45--53,1
1630_2,The anti-pasta was excellent[comma] especially the calamari[comma] as were the filling pasta mains.,filling pasta mains,67--86,1
1907_0,The waitress suggested glasses of wine that went very well with the food.,waitress,4--12,1
1907_1,The waitress suggested glasses of wine that went very well with the food.,food,68--72,0
1907_2,The waitress suggested glasses of wine that went very well with the food.,glasses of wine,23--38,1
1535_0,They might be all business at the counter when you give your order[comma] but their food says I love you.,food,78--82,1
1535_1,They might be all business at the counter when you give your order[comma] but their food says I love you.,counter,34--41,-1
3202_0,We are very particular about sushi and were both please with every choice which included: ceviche mix (special)[comma] crab dumplings[comma] assorted sashimi[comma] sushi and rolls[comma] two types of sake[comma] and the banana tempura.,sushi,29--34,1
3202_1,We are very particular about sushi and were both please with every choice which included: ceviche mix (special)[comma] crab dumplings[comma] assorted sashimi[comma] sushi and rolls[comma] two types of sake[comma] and the banana tempura.,ceviche mix (special),90--111,1
3202_2,We are very particular about sushi and were both please with every choice which included: ceviche mix (special)[comma] crab dumplings[comma] assorted sashimi[comma] sushi and rolls[comma] two types of sake[comma] and the banana tempura.,crab dumplings,113--127,1
3202_3,We are very particular about sushi and were both please with every choice which included: ceviche mix (special)[comma] crab dumplings[comma] assorted sashimi[comma] sushi and rolls[comma] two types of sake[comma] and the banana tempura.,assorted sashimi,129--145,1
3202_4,We are very particular about sushi and were both please with every choice which included: ceviche mix (special)[comma] crab dumplings[comma] assorted sashimi[comma] sushi and rolls[comma] two types of sake[comma] and the banana tempura.,sushi,147--152,1
3202_5,We are very particular about sushi and were both please with every choice which included: ceviche mix (special)[comma] crab dumplings[comma] assorted sashimi[comma] sushi and rolls[comma] two types of sake[comma] and the banana tempura.,rolls,157--162,1
3202_6,We are very particular about sushi and were both please with every choice which included: ceviche mix (special)[comma] crab dumplings[comma] assorted sashimi[comma] sushi and rolls[comma] two types of sake[comma] and the banana tempura.,sake,177--181,1
3202_7,We are very particular about sushi and were both please with every choice which included: ceviche mix (special)[comma] crab dumplings[comma] assorted sashimi[comma] sushi and rolls[comma] two types of sake[comma] and the banana tempura.,banana tempura,191--205,1
449_0,Try their plain pizza with fresh garlic or eggplant.,plain pizza,10--21,1
449_1,Try their plain pizza with fresh garlic or eggplant.,garlic,33--39,1
449_2,Try their plain pizza with fresh garlic or eggplant.,eggplant,43--51,1
927_0,Ok[comma] so the servers wander around a little clueless[comma] but there's more than enough servers for the crowd they get -- it's fine[comma] you just have to make a small effort to get their attention.,servers,11--18,-1
585_0,Good luck getting a table.,getting a table,10--25,-1
345_0,The service is awful.,service,4--11,-1
1494_0,The takeout menu says to keep an eye out for an expanded menu offering more italian dishes[comma] I can't wait!,takeout menu,4--16,1
1494_1,The takeout menu says to keep an eye out for an expanded menu offering more italian dishes[comma] I can't wait!,menu,57--61,1
1494_2,The takeout menu says to keep an eye out for an expanded menu offering more italian dishes[comma] I can't wait!,italian dishes,76--90,1
3194_0,I am not the most experienced person when it comes to Thai food[comma] but my friend who took me there is.,Thai food,54--63,0
2393_0,Regardless of whether there are two people or two hundred people ahead of you the hostess will take your name and tell you Five minutes.,hostess,82--89,1
1278_0,The pizza is good though.,pizza,4--9,1
2201_0,bottles of wine are cheap and good.,bottles of wine,0--15,1
620_0,The have over 100 different beers to offer thier guest so that made my husband very happy and the food was delicious[comma] if I must recommend a dish it must be the pumkin tortelini.,beers,28--33,1
620_1,The have over 100 different beers to offer thier guest so that made my husband very happy and the food was delicious[comma] if I must recommend a dish it must be the pumkin tortelini.,food,98--102,1
620_2,The have over 100 different beers to offer thier guest so that made my husband very happy and the food was delicious[comma] if I must recommend a dish it must be the pumkin tortelini.,pumkin tortelini,160--176,1
620_3,The have over 100 different beers to offer thier guest so that made my husband very happy and the food was delicious[comma] if I must recommend a dish it must be the pumkin tortelini.,dish,140--144,1
3541_0,They didn't give us the dinner special until we asked for it.,dinner special,24--38,-1
865_0,You must have the crabmeat lasagna which is out of this world and the chocolate bread pudding for dessert.,crabmeat lasagna,18--34,1
865_1,You must have the crabmeat lasagna which is out of this world and the chocolate bread pudding for dessert.,chocolate bread pudding,70--93,1
865_2,You must have the crabmeat lasagna which is out of this world and the chocolate bread pudding for dessert.,dessert,98--105,1
375_0,word of advice[comma] save room for pasta dishes and never leave until you've had the tiramisu.,pasta dishes,30--42,1
375_1,word of advice[comma] save room for pasta dishes and never leave until you've had the tiramisu.,tiramisu,80--88,1
2126_0,Very good service and very good prices.,service,10--17,1
2126_1,Very good service and very good prices.,prices,32--38,1
2078_0,I recently went to this restaurant with some co-workers for lunch and had an amazing time.,lunch,60--65,0
846_0,The service was impeccable and unobtrusive -- the staff knows what they are there to do -- to know their menu[comma] present your meal[comma] and attend to your needs.,service,4--11,1
846_1,The service was impeccable and unobtrusive -- the staff knows what they are there to do -- to know their menu[comma] present your meal[comma] and attend to your needs.,staff,50--55,1
846_2,The service was impeccable and unobtrusive -- the staff knows what they are there to do -- to know their menu[comma] present your meal[comma] and attend to your needs.,menu,105--109,0
846_3,The service was impeccable and unobtrusive -- the staff knows what they are there to do -- to know their menu[comma] present your meal[comma] and attend to your needs.,meal,124--128,0
2158_0,Ess-A-Bagel (either by Sty-town or midtown) is by far the best bagel in NY.,bagel,63--68,1
1578_0,Our food was great too!,food,4--8,1
1319_0,The most annoying thing[comma] though[comma] is the fact that the servers seem to be trained to drive revenue.,servers,54--61,-1
1175_0,Get your food to go[comma] find a bench[comma] and kick back with a plate of dumplings.,food,9--13,0
1175_1,Get your food to go[comma] find a bench[comma] and kick back with a plate of dumplings.,plate of dumplings,56--74,1
1115_0,Please try the Filet Mignon[comma] its just the most tender piece ever.,Filet Mignon,15--27,1
34_0,We were still sitting at the bar while we drank the sangria[comma] but facing away from the bar when we turned back around[comma] the $2 was gone the people next to us said the bartender took it.,sangria,52--59,0
34_1,We were still sitting at the bar while we drank the sangria[comma] but facing away from the bar when we turned back around[comma] the $2 was gone the people next to us said the bartender took it.,bar,29--32,0
